,,,,Normalized abundance,,,,,,,,,,,,
AT5G64120.1,5,354.7,| Symbols:  | Peroxidase superfamily protein | chr5:25659551-25660946 REVERSE LENGTH=328,845443,827508,909036,640927,579278,601884,1234888,1177911,1314737,0.71,1.44,0.0017,0.0025
AT4G34870.1,1,42.04,"| Symbols: ROC5, ATCYP1 | rotamase cyclophilin 5 | chr4:16614451-16614969 FORWARD LENGTH=172",19676,5347,8453,8460,6880,8226,11213,8419,12001,0.70,0.94,0.5277,0.9024
AT1G35580.1,1,18.25,| Symbols: CINV1 | cytosolic invertase 1 | chr1:13122460-13124808 REVERSE LENGTH=551,38806,21859,21978,21506,16214,20402,22797,22465,24611,0.70,0.85,0.2811,0.5292
AT1G67090.1;AT1G67090.2,4,488.01,| Symbols: RBCS1A | ribulose bisphosphate carboxylase small chain 1A | chr1:25048465-25049249 REVERSE LENGTH=180,10906741,9035979,9682924,6953809,7146235,6473529,6789275,6752788,7002456,0.69,0.69,0.0213,0.0292
AT1G75040.1;AT1G75050.1,12,699.56,"| Symbols: PR5, PR-5 | pathogenesis-related gene 5 | chr1:28177754-28178731 FORWARD LENGTH=239",2754283,2348754,2494132,1849273,1751611,1670606,1585578,1607700,1566006,0.69,0.63,0.0121,0.0146
AT5G44650.1,1,36.19,"| Symbols: CEST, AtCEST | Encodes a chloroplast protein that induces tolerance to multiple environmental stresses and reduces photooxidative damage. | chr5:18013396-18015292 FORWARD LENGTH=280",75825,81672,59461,53450,45304,50081,97924,95079,99041,0.69,1.35,0.0627,0.0598
AT2G43910.1,1,28.97,"| Symbols: ATHOL1, HOL1 | HARMLESS TO OZONE LAYER 1 | chr2:18184658-18186951 REVERSE LENGTH=227",97715,102802,123764,73047,68791,75619,84075,77475,80114,0.67,0.75,0.0398,0.0673
AT5G51070.1,4,230.66,"| Symbols: ERD1, CLPD, SAG15 | Clp ATPase | chr5:20764479-20768481 FORWARD LENGTH=945",165900,174017,210422,130757,119812,109359,357773,342572,379791,0.65,1.96,0.0281,0.0007
AT5G05500.1,1,17.79,| Symbols:  | Pollen Ole e 1 allergen and extensin family protein | chr5:1629716-1630267 FORWARD LENGTH=183,232746,166488,38628,111009,79464,94980,74528,67944,76598,0.65,0.50,0.4675,0.3288
AT4G38970.1;AT4G38970.2,8,809.53,| Symbols: FBA2 | fructose-bisphosphate aldolase 2 | chr4:18163714-18165659 REVERSE LENGTH=398,7927342,6403780,6255738,4615186,4320815,4453332,6985213,6854488,6770031,0.65,1.00,0.0431,0.9899
AT5G23120.1,3,140.8,"| Symbols: HCF136 | photosystem II stability/assembly factor, chloroplast (HCF136) | chr5:7778154-7780463 FORWARD LENGTH=403",189930,280902,222055,160361,147849,135897,262288,261900,264586,0.64,1.14,0.0809,0.3530
AT4G34110.1,3,98.12,"| Symbols: PAB2, PABP2, ATPAB2 | poly(A) binding protein 2 | chr4:16336732-16339892 FORWARD LENGTH=629",250323,339015,346135,190978,218667,184948,385104,366126,378857,0.64,1.21,0.0542,0.1663
AT3G12500.1,1,57.39,"| Symbols: ATHCHIB, PR3, PR-3, CHI-B, B-CHI, HCHIB | basic chitinase | chr3:3962501-3963984 REVERSE LENGTH=335",371,96,0,57,227,12,19986,15104,16093,0.63,109.63,0.6868,0.0074
AT1G53850.1,2,70.24,"| Symbols: PAE1, ATPAE1 | 20S proteasome alpha subunit E1 | chr1:20104131-20105792 REVERSE LENGTH=237",66717,90296,111196,61804,54300,53867,106743,106203,94952,0.63,1.15,0.1204,0.4141
AT2G36460.1;AT2G36460.2;AT5G03690.1;AT5G03690.2,5,300.89,| Symbols:  | Aldolase superfamily protein | chr2:15296929-15298387 REVERSE LENGTH=358,519368,398361,432081,307066,281135,266261,486797,435911,473743,0.63,1.03,0.0341,0.7206
AT1G75750.1,1,44.13,| Symbols: GASA1 | GAST1 protein homolog 1 | chr1:28441813-28442284 REVERSE LENGTH=98,2899,2281,4167,2633,1647,1621,6928,5433,7557,0.63,2.13,0.1664,0.0142
AT2G26080.1,2,124.95,"| Symbols: AtGLDP2, GLDP2 | glycine decarboxylase P-protein 2 | chr2:11109330-11113786 REVERSE LENGTH=1044",83975,50059,67968,46614,40451,40302,54706,50803,51926,0.63,0.78,0.1206,0.2678
AT5G50920.1;AT3G48870.1,10,403.35,"| Symbols: CLPC, ATHSP93-V, HSP93-V, DCA1, CLPC1 | CLPC homologue 1 | chr5:20715710-20719800 REVERSE LENGTH=929",1782264,1893898,2086836,1198493,1219073,1209986,5047000,4694653,4904381,0.63,2.54,0.0149,0.0000
AT2G15620.1,2,40.49,"| Symbols: NIR1, NIR, ATHNIR | nitrite reductase 1 | chr2:6810552-6812666 FORWARD LENGTH=586",34551,50084,50891,28756,27705,28806,44235,42939,44277,0.63,0.97,0.0870,0.8225
AT1G43670.1,3,168.35,| Symbols:  | Inositol monophosphatase family protein | chr1:16468184-16470347 FORWARD LENGTH=341,189828,203319,200971,129151,116411,126105,315280,330183,343863,0.63,1.67,0.0002,0.0008
AT4G05390.1,1,42.54,"| Symbols: ATRFNR1, RFNR1 | root FNR 1 | chr4:2738839-2740483 REVERSE LENGTH=378",147736,168574,144734,92845,97311,91247,76265,73996,80054,0.61,0.50,0.0117,0.0069
AT5G11670.1,2,147.16,"| Symbols: ATNADP-ME2, NADP-ME2 | NADP-malic enzyme 2 | chr5:3754456-3758040 FORWARD LENGTH=588",184636,146048,129159,85672,100829,91936,122335,117310,120303,0.61,0.78,0.0580,0.1788
AT5G48810.1,1,79.08,"| Symbols: ATB5-B, B5 #3, ATCB5-D, CB5-D | cytochrome B5 isoform D | chr5:19789249-19790180 REVERSE LENGTH=140",90260,97317,76907,50441,59845,49693,177284,183568,202758,0.60,2.13,0.0134,0.0007
AT2G47730.1,2,101,"| Symbols: ATGSTF8, ATGSTF5, GST6, GSTF8 | glutathione S-transferase phi 8 | chr2:19558213-19559266 FORWARD LENGTH=263",44340,45051,50281,28460,28235,26126,50851,50423,47062,0.59,1.06,0.0044,0.2750
AT5G48180.1,5,178.13,| Symbols: NSP5 | nitrile specifier protein 5 | chr5:19541283-19542358 REVERSE LENGTH=326,258651,278318,257738,152248,164549,147918,425655,414940,406058,0.58,1.57,0.0003,0.0001
AT4G23850.1,1,15.96,| Symbols: LACS4 | AMP-dependent synthetase and ligase family protein | chr4:12403720-12408263 REVERSE LENGTH=666,3616,2288,2842,1902,1606,1589,6270,7282,6314,0.58,2.27,0.0787,0.0020
AT3G55330.1,1,87.18,| Symbols: PPL1 | PsbP-like protein 1 | chr3:20514031-20515275 REVERSE LENGTH=230,91239,92251,71286,45515,48863,53794,168106,172440,158035,0.58,1.96,0.0247,0.0013
AT3G15360.1,5,261.08,"| Symbols: ATHM4, TRX-M4, ATM4 | thioredoxin M-type 4 | chr3:5188448-5189457 FORWARD LENGTH=193",2560559,2844711,3275011,1693197,1678719,1650258,5593009,5754810,5495867,0.58,1.94,0.0274,0.0026
AT3G16530.1,1,111.11,| Symbols:  | Legume lectin family protein | chr3:5624586-5625416 REVERSE LENGTH=276,134476,115700,115292,66211,72249,72642,155371,168711,155052,0.58,1.31,0.0092,0.0105
AT3G02780.1,1,76.45,"| Symbols: IPP2, IPIAT1, IDI2 | isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2 | chr3:602578-604648 REVERSE LENGTH=284",56156,1313,2756,11087,11616,11804,23169,21739,22292,0.57,1.12,0.6816,0.9093
AT1G54410.1,1,32.65,| Symbols:  | dehydrin family protein | chr1:20310305-20310601 REVERSE LENGTH=98,10359,118935,93320,46186,41059,39535,29455,28536,28187,0.57,0.39,0.4325,0.2996
AT5G53560.1,4,194.35,"| Symbols: ATB5-A, B5 #2, ATCB5-E, CB5-E | cytochrome B5 isoform E | chr5:21759628-21760353 FORWARD LENGTH=134",802705,864283,838321,457408,506561,462478,1356194,1334808,1462343,0.57,1.66,0.0001,0.0015
AT1G70730.1,3,169.06,| Symbols: PGM2 | Phosphoglucomutase/phosphomannomutase family protein | chr1:26669020-26672726 REVERSE LENGTH=585,118955,77216,88952,57102,55592,48884,92002,89523,89410,0.57,0.95,0.0748,0.7404
AT2G44790.1,3,166.1,| Symbols: UCC2 | uclacyanin 2 | chr2:18462182-18463232 REVERSE LENGTH=202,121895,106291,112171,66523,59361,64029,214589,221953,205115,0.56,1.89,0.0028,0.0001
AT1G27950.1,1,38.37,| Symbols: LTPG1 | glycosylphosphatidylinositol-anchored lipid protein transfer 1 | chr1:9740740-9741991 FORWARD LENGTH=193,441395,483767,518453,269660,259783,273824,611321,567439,608965,0.56,1.24,0.0089,0.0174
AT3G24830.1,1,30.11,| Symbols:  | Ribosomal protein L13 family protein | chr3:9064613-9065871 FORWARD LENGTH=206,31438,18037,14231,12005,9168,13707,9842,10836,12288,0.55,0.52,0.2017,0.1865
AT1G36240.1,1,15.41,| Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr1:13614890-13616233 FORWARD LENGTH=112,97772,145355,201968,87525,71974,84104,65754,74078,71569,0.55,0.47,0.1525,0.1216
AT3G45140.1,7,156.81,"| Symbols: LOX2, ATLOX2 | lipoxygenase 2 | chr3:16525437-16529233 FORWARD LENGTH=896",335983,312409,425791,193130,192561,196862,229474,229932,230787,0.54,0.64,0.0415,0.0657
AT1G74920.1,1,37.46,| Symbols: ALDH10A8 | aldehyde dehydrogenase 10A8 | chr1:28139175-28142573 REVERSE LENGTH=501,52319,52196,50737,27665,26908,29228,40111,40848,41659,0.54,0.79,0.0000,0.0001
AT5G63570.1;AT3G48730.1,2,66.33,"| Symbols: GSA1 | glutamate-1-semialdehyde-2,1-aminomutase | chr5:25451957-25453620 FORWARD LENGTH=474",146437,130768,125419,71399,70373,75431,92157,89487,92673,0.54,0.68,0.0074,0.0190
AT4G16760.1;AT1G03830.1,1,49.7,"| Symbols: ACX1, ATACX1 | acyl-CoA oxidase 1 | chr4:9424930-9428689 REVERSE LENGTH=664",777,352,3399,469,721,1246,9372,9319,8196,0.54,5.94,0.5435,0.0083
AT4G25370.1,2,50.17,| Symbols:  | Double Clp-N motif protein | chr4:12972747-12974580 FORWARD LENGTH=238,61995,49806,69057,31558,31381,33769,68143,59935,58943,0.53,1.03,0.0358,0.7669
AT1G11860.1,5,213.76,| Symbols:  | Glycine cleavage T-protein family | chr1:4001801-4003245 FORWARD LENGTH=408,1121531,1249192,1484053,697572,647259,707156,1147280,1166759,1222069,0.53,0.92,0.0268,0.4235
AT5G17710.1,1,47.15,| Symbols: EMB1241 | Co-chaperone GrpE family protein | chr5:5839560-5841639 REVERSE LENGTH=324,39696,30391,35086,19809,17973,18165,32479,32326,34616,0.53,0.95,0.0217,0.5542
AT5G04885.1,1,23.65,| Symbols:  | Glycosyl hydrolase family protein | chr5:1423369-1426628 FORWARD LENGTH=665,7894,6243,5800,3841,3267,3387,1236,1510,1458,0.53,0.21,0.0313,0.0133
AT4G20360.1;AT4G02930.1,7,276,"| Symbols: ATRAB8D, ATRABE1B, RABE1b | RAB GTPase homolog E1B | chr4:10990036-10991466 FORWARD LENGTH=476",1430981,1381178,1511555,795871,696394,783122,680328,721313,777859,0.53,0.50,0.0002,0.0002
AT5G07350.1,1,17.73,"| Symbols: Tudor1, AtTudor1, TSN1 | TUDOR-SN protein 1 | chr5:2320344-2324892 REVERSE LENGTH=991",28728,31679,41627,18632,16547,18507,32092,33603,24750,0.53,0.89,0.0502,0.4679
AT4G30530.1;AT4G30550.1,3,144.04,| Symbols:  | Class I glutamine amidotransferase-like superfamily protein | chr4:14920605-14922286 FORWARD LENGTH=250,102563,105047,177437,70017,68276,62610,187673,188123,175005,0.52,1.43,0.1285,0.1496
AT1G11910.1,1,41.35,"| Symbols: APA1, ATAPA1 | aspartic proteinase A1 | chr1:4017119-4019874 REVERSE LENGTH=506",57435,55763,65214,28490,30163,32974,52831,51082,51169,0.51,0.87,0.0038,0.1113
AT3G54420.1,4,199.99,"| Symbols: ATEP3, ATCHITIV, CHIV, EP3 | homolog of carrot EP3-3 chitinase | chr3:20145935-20147034 FORWARD LENGTH=273",374634,278239,324297,178971,164599,157268,120858,111980,109734,0.51,0.35,0.0246,0.0158
AT3G46970.1,1,50.66,"| Symbols: ATPHS2, PHS2 | alpha-glucan phosphorylase 2 | chr3:17301625-17306111 REVERSE LENGTH=841",34424,33478,29234,19038,14666,15530,22962,23394,21641,0.51,0.70,0.0018,0.0179
AT1G79920.1,1,27.92,| Symbols:  | Heat shock protein 70 (Hsp 70) family protein | chr1:30058935-30062224 REVERSE LENGTH=831,28329,21660,31523,10177,16496,14577,14697,17729,16058,0.51,0.59,0.0239,0.0530
AT4G24280.1,3,295.8,| Symbols: cpHsc70-1 | chloroplast heat shock protein 70-1 | chr4:12590094-12593437 FORWARD LENGTH=718,90312,116122,122986,62249,57146,46953,207441,190153,180459,0.50,1.75,0.0185,0.0034
AT2G20890.1,2,102.31,"| Symbols: PSB29, THF1 | photosystem II reaction center PSB29 protein | chr2:8987783-8989185 FORWARD LENGTH=300",110330,157604,132414,74751,68869,58127,225630,223538,211695,0.50,1.65,0.0289,0.0166
AT2G33210.1,1,68.04,| Symbols: HSP60-2 | heat shock protein 60-2 | chr2:14075093-14078568 REVERSE LENGTH=585,21555,14701,16046,8212,10323,7812,13950,9018,15286,0.50,0.73,0.0409,0.1744
AT2G33150.1,1,17.51,"| Symbols: PKT3, PED1, KAT2 | peroxisomal 3-ketoacyl-CoA thiolase 3 | chr2:14047814-14050983 REVERSE LENGTH=462",5656,7541,8302,4224,3150,3448,15129,10933,13336,0.50,1.83,0.0316,0.0200
AT3G54050.1,1,46.84,| Symbols: HCEF1 | high cyclic electron flow 1 | chr3:20016951-20018527 FORWARD LENGTH=417,27736,4896,5440,9599,6007,3456,17684,14280,12002,0.50,1.15,0.4910,0.8206
AT4G23600.1;AT4G23600.3,2,73.02,"| Symbols: CORI3, JR2 | Tyrosine transaminase family protein | chr4:12310657-12312885 FORWARD LENGTH=422",268164,252877,284077,135745,125004,138896,94860,97814,106710,0.50,0.37,0.0012,0.0009
AT1G03475.1;AT4G03205.1,5,129.09,"| Symbols: LIN2, HEMF1, ATCPO-I | Coproporphyrinogen III oxidase | chr1:869302-871175 REVERSE LENGTH=386",441528,430871,434079,236624,202441,208076,347580,362167,387034,0.50,0.84,0.0011,0.0200
AT2G25950.1,2,72.38,| Symbols:  | Protein of unknown function (DUF1000) | chr2:11068735-11070524 FORWARD LENGTH=204,45184,42442,52996,22600,22640,24400,44628,40424,44123,0.50,0.92,0.0149,0.3554
ATCG00490.1;AT2G07732.1;ATMG00280.1,23,1297.11,| Symbols: RBCL | ribulose-bisphosphate carboxylases | chrC:54958-56397 FORWARD LENGTH=479,98358232,64905111,75184739,41828194,37365316,38797731,37975661,38602655,39387154,0.49,0.49,0.0534,0.0538
AT5G20500.1,1,89.88,| Symbols:  | Glutaredoxin family protein | chr5:6938652-6939665 FORWARD LENGTH=135,125328,155737,125885,64207,65384,70881,175843,169648,167438,0.49,1.26,0.0174,0.0645
AT5G02500.1;AT1G16030.1;AT1G56410.1;AT5G02500.2,3,499.93,"| Symbols: HSC70-1, HSP70-1, AT-HSC70-1, HSC70 | heat shock cognate protein 70-1 | chr5:554055-556334 REVERSE LENGTH=651",383876,282951,355627,186866,173399,142675,492883,369638,448421,0.49,1.28,0.0167,0.1120
AT4G35100.1,1,17.59,"| Symbols: PIP3, PIP3A, PIP2;7, SIMIP | plasma membrane intrinsic protein 3 | chr4:16708672-16709958 FORWARD LENGTH=280",68183,30087,35520,26380,20272,19114,9847,9402,9533,0.49,0.22,0.1934,0.0987
AT1G23740.1,4,189.17,"| Symbols:  | Oxidoreductase, zinc-binding dehydrogenase family protein | chr1:8398245-8399656 REVERSE LENGTH=386",434933,228414,191478,135718,152106,132353,172086,173875,158255,0.49,0.59,0.1952,0.2625
AT4G29590.1,1,21.73,| Symbols:  | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein | chr4:14512736-14514404 REVERSE LENGTH=317,38502,40819,37227,17521,20269,19377,23896,22081,22592,0.49,0.59,0.0002,0.0009
AT5G06290.1,2,365.77,"| Symbols: 2-Cys Prx B, 2CPB | 2-cysteine peroxiredoxin B | chr5:1919380-1921211 FORWARD LENGTH=273",635918,630235,582449,315495,307763,282781,656520,567224,663967,0.49,1.02,0.0004,0.7365
AT1G63940.1;AT1G63940.3,2,79.58,| Symbols: MDAR6 | monodehydroascorbate reductase 6 | chr1:23730206-23733534 FORWARD LENGTH=486,98239,77789,92737,46610,43059,41819,89278,87390,90861,0.49,1.00,0.0137,0.9527
AT5G16970.1,1,59.06,"| Symbols: AT-AER, AER | alkenal reductase | chr5:5576291-5578001 REVERSE LENGTH=345",123242,166218,147246,72999,64911,74851,150514,160131,154288,0.49,1.06,0.0215,0.5311
AT4G01310.1,1,33.67,| Symbols:  | Ribosomal L5P family protein | chr4:544166-545480 REVERSE LENGTH=262,13863,9638,5238,5345,4355,4293,10374,10513,10892,0.49,1.11,0.1850,0.7237
AT5G05600.1,2,51.83,| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr5:1672266-1674602 FORWARD LENGTH=371,109499,168968,141714,73874,65264,64904,120290,122510,115871,0.49,0.85,0.0489,0.3550
AT3G63190.1,4,153.63,"| Symbols: RRF, HFP108, cpRRF, AtcpRRF | ribosome recycling factor, chloroplast precursor | chr3:23342861-23344640 REVERSE LENGTH=275",145706,152227,214597,81285,85294,82206,396830,388453,366029,0.49,2.25,0.0567,0.0045
AT4G23100.1,2,96.06,"| Symbols: RML1, PAD2, GSH1, CAD2, ATECS1, GSHA | glutamate-cysteine ligase | chr4:12103458-12106751 REVERSE LENGTH=522",30509,34332,38158,16119,16018,17748,35136,35454,38231,0.48,1.06,0.0113,0.4853
AT2G43750.1,4,98.13,"| Symbols: OASB, ACS1, CPACS1, ATCS-B | O-acetylserine (thiol) lyase B | chr2:18129604-18132322 REVERSE LENGTH=392",304793,324487,290975,143332,140961,150952,235400,236602,248491,0.47,0.78,0.0018,0.0109
AT1G13280.1,1,21.42,| Symbols: AOC4 | allene oxide cyclase 4 | chr1:4547624-4548552 FORWARD LENGTH=254,30272,31685,39728,17597,14434,16037,18369,15543,21307,0.47,0.54,0.0188,0.0175
AT2G10940.1,1,37.44,| Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr2:4311160-4312035 REVERSE LENGTH=291,329229,315203,378975,153641,156495,170842,261971,280280,288359,0.47,0.81,0.0077,0.0642
AT3G15730.1;AT1G52570.1,4,169.54,"| Symbols: PLDALPHA1, PLD | phospholipase D alpha 1 | chr3:5330835-5333474 FORWARD LENGTH=810",508187,422428,561020,233570,225618,238326,351909,338757,356633,0.47,0.70,0.0217,0.0646
AT5G63400.1,1,30.89,| Symbols: ADK1 | adenylate kinase 1 | chr5:25393274-25394817 REVERSE LENGTH=246,18613,10697,3478,6094,5084,4128,9069,5086,7828,0.47,0.67,0.3134,0.5004
AT2G04780.1,1,17.85,| Symbols: FLA7 | FASCICLIN-like arabinoogalactan 7 | chr2:1677488-1678252 FORWARD LENGTH=254,177473,185541,201675,91517,84912,84924,85245,86301,81919,0.46,0.45,0.0026,0.0037
AT1G22450.1,1,99.25,"| Symbols: COX6B, ATCOX6B2 | cytochrome C oxidase 6B | chr1:7925447-7926918 FORWARD LENGTH=191",120039,120160,122137,57952,54069,55415,57816,56662,64376,0.46,0.49,0.0000,0.0007
AT3G02230.1,1,30.88,"| Symbols: RGP1, ATRGP1 | reversibly glycosylated polypeptide 1 | chr3:415463-417304 FORWARD LENGTH=357",133379,106966,106619,56806,49724,53740,53635,53577,51492,0.46,0.46,0.0158,0.0188
AT2G47400.1,3,221.72,"| Symbols: CP12-1, CP12 | CP12 domain-containing protein 1 | chr2:19446889-19447263 FORWARD LENGTH=124",2663844,1926025,2723379,1250237,1106769,1015533,1928749,1761843,2122509,0.46,0.79,0.0293,0.1809
AT3G22110.1,2,51.94,| Symbols: PAC1 | 20S proteasome alpha subunit C1 | chr3:7792819-7793571 REVERSE LENGTH=250,34838,23944,24413,13820,13479,11034,37138,37064,34771,0.46,1.31,0.0452,0.1311
AT5G13450.1,1,18.82,| Symbols: ATP5 | delta subunit of Mt ATP synthase | chr5:4310558-4311941 REVERSE LENGTH=238,14049,3193,20643,6169,5190,5914,8455,7025,7353,0.46,0.60,0.3092,0.4281
AT4G27520.1,6,243.95,"| Symbols: ENODL2, AtENODL2 | early nodulin-like protein 2 | chr4:13750668-13751819 REVERSE LENGTH=349",2677062,2529501,2888256,1204809,1245329,1230860,2478480,2619929,2651554,0.45,0.96,0.0045,0.3985
AT2G25060.1,1,49.33,"| Symbols: ENODL14, AtENODL14 | early nodulin-like protein 14 | chr2:10662308-10662930 FORWARD LENGTH=182",65717,85202,57689,31759,31928,29719,24826,23802,26112,0.45,0.36,0.0415,0.0312
AT3G53460.1,1,45.86,| Symbols: CP29 | chloroplast RNA-binding protein 29 | chr3:19819738-19821423 REVERSE LENGTH=342,184091,279618,251927,102526,109764,105333,130538,137260,139192,0.44,0.57,0.0422,0.0672
AT4G14880.1;AT3G22460.1,5,164.73,"| Symbols: OASA1, OLD3, CYTACS1 | O-acetylserine (thiol) lyase (OAS-TL) isoform A1 | chr4:8518209-8520050 REVERSE LENGTH=322",455345,390777,410090,197214,191623,168361,457019,451828,437144,0.44,1.07,0.0021,0.2543
AT3G04230.1,1,22.3,| Symbols:  | Ribosomal protein S5 domain 2-like superfamily protein | chr3:1113169-1113609 REVERSE LENGTH=146,10268,38130,21191,10387,11344,9130,13385,12830,11651,0.44,0.54,0.2518,0.3218
AT3G52880.1,6,198.54,"| Symbols: ATMDAR1, MDAR1 | monodehydroascorbate reductase 1 | chr3:19601477-19604366 REVERSE LENGTH=434",405736,415914,447607,194506,183057,184593,369499,384852,381662,0.44,0.90,0.0015,0.0580
AT1G55020.1,5,173.28,"| Symbols: LOX1, ATLOX1 | lipoxygenase 1 | chr1:20525798-20530143 FORWARD LENGTH=859",22534,11757,33418,10645,10390,8924,114880,105259,107279,0.44,4.84,0.1810,0.0014
AT4G35090.1;AT1G20630.1,3,264.21,| Symbols: CAT2 | catalase 2 | chr4:16700937-16703215 REVERSE LENGTH=492,229568,213249,217037,97901,91538,101633,284822,267422,273673,0.44,1.25,0.0001,0.0015
AT2G32520.1,2,48.52,| Symbols:  | alpha/beta-Hydrolases superfamily protein | chr2:13805823-13807442 REVERSE LENGTH=239,155852,138623,119757,62658,61222,58732,106698,93652,99459,0.44,0.72,0.0168,0.0538
AT2G28470.1,5,301.55,| Symbols: BGAL8 | beta-galactosidase 8 | chr2:12169047-12173164 REVERSE LENGTH=852,1201982,892622,960421,463316,458576,414144,426223,437306,440928,0.44,0.43,0.0233,0.0247
AT5G65010.1,1,45.43,| Symbols: ASN2 | asparagine synthetase 2 | chr5:25969224-25972278 FORWARD LENGTH=578,77103,41264,33864,24719,20650,20344,14093,12807,13532,0.43,0.27,0.1620,0.1079
AT3G02730.1,3,80.54,"| Symbols: TRXF1, ATF1 | thioredoxin F-type 1 | chr3:588570-589591 REVERSE LENGTH=178",979662,1001146,1211496,467181,458212,449993,1300769,1311125,1281226,0.43,1.22,0.0143,0.0853
AT3G46280.1,1,20.72,| Symbols:  | protein kinase-related | chr3:17005672-17008410 REVERSE LENGTH=471,44090,40458,21858,16461,15579,13663,58917,51324,54377,0.43,1.55,0.0969,0.0948
AT3G07470.1,1,63.47,"| Symbols:  | Protein of unknown function, DUF538 | chr3:2387291-2388343 REVERSE LENGTH=169",390662,309300,321520,145062,141755,145953,303680,309489,305059,0.42,0.90,0.0161,0.3070
AT2G04690.1,2,75.07,| Symbols:  | Pyridoxamine 5'-phosphate oxidase family protein | chr2:1644628-1646179 FORWARD LENGTH=210,267889,242774,230573,96532,103607,112532,127306,144412,140297,0.42,0.56,0.0021,0.0035
AT3G56070.1,4,146.89,| Symbols: ROC2 | rotamase cyclophilin 2 | chr3:20806987-20807517 REVERSE LENGTH=176,189018,279233,291628,101784,105465,112499,205378,203619,212992,0.42,0.82,0.0441,0.2907
AT1G62820.1,1,179.88,| Symbols:  | Calcium-binding EF-hand family protein | chr1:23263822-23264268 REVERSE LENGTH=148,50578,61905,69754,24062,26793,25611,83570,94342,86639,0.42,1.45,0.0222,0.0207
AT2G17840.1,1,38.27,| Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452,9808,5707,7593,3224,2964,3472,5657,5190,3535,0.42,0.62,0.0613,0.1175
